OBJECTID,Water_Quality,lon,lat
280,52,-81.6952,30.3676
281,52,-81.6952,30.3676
282,218,-81.6952,30.3676
283,327,-81.6952,30.3676
284,504,-81.6952,30.3676
285,243,-81.6952,30.3676
286,10,-81.6912,30.3681
287,10,-81.6912,30.3681
288,20,-81.6912,30.3681
289,171,-81.6912,30.3681
290,10,-81.6912,30.3681
291,10,-81.6912,30.3681
292,10,-81.6912,30.3681
293,10,-81.6912,30.3681
294,20,-81.6912,30.3681
295,121,-81.6912,30.3681
296,86,-81.6912,30.3681
297,10,-81.6912,30.3681
298,10,-81.6912,30.3681
299,31,-81.6912,30.3681
300,488,-81.6912,30.3681
301,5,-81.6912,30.3681
302,10,-81.6912,30.3681
303,5,-81.6912,30.3681
304,5,-81.6912,30.3681
305,10,-81.6912,30.3681
306,20,-81.6912,30.3681
307,5,-81.6912,30.3681
308,1565,-81.6912,30.3681
309,5,-81.6912,30.3681
310,880,-81.6911,30.3567
311,309,-81.6911,30.3567
312,218,-81.6911,30.3567
313,631,-81.6911,30.3567
314,384,-81.6911,30.3567
315,132,-81.6911,30.3567
316,1020,-81.6911,30.3567
317,24200,-81.6911,30.3567
318,313,-81.6911,30.3567
319,884,-81.6911,30.3567
320,301,-81.6911,30.3567
321,1050,-81.6911,30.3567
322,1990,-81.6911,30.3567
323,1990,-81.6911,30.3567
324,387,-81.6911,30.3567
325,980,-81.6911,30.3567
326,1120,-81.6911,30.3567
327,326,-81.6911,30.3567
328,1990,-81.6911,30.3567
329,921,-81.6911,30.3567
330,326,-81.6911,30.3567
331,172,-81.6911,30.3567
332,579,-81.6911,30.3567
333,3130,-81.6911,30.3567
334,178,-81.6911,30.3567
335,543,-81.6911,30.3567
336,40.2,-81.6911,30.3567
337,201,-81.6911,30.3567
338,345,-81.6911,30.3567
339,687,-81.6911,30.3567
340,1990,-81.6911,30.3567
341,2420,-81.6911,30.3567
342,538,-81.6911,30.3567
343,1120,-81.6911,30.3567
344,1200,-81.6911,30.3567
345,4350,-81.6911,30.3567
346,294,-81.6911,30.3567
347,839,-81.6911,30.3567
348,1616,-81.6911,30.3567
349,687,-81.6911,30.3567
350,7270,-81.6911,30.3567
351,1467,-81.6911,30.3567
352,629.4,-81.6911,30.3567
353,571,-81.6911,30.3567
354,332,-81.6911,30.3567
355,605,-81.6911,30.3567
356,717,-81.6911,30.3567
357,199,-81.6911,30.3567
358,908,-81.6911,30.3567
359,173,-81.6911,30.3567
360,84,-81.6911,30.3567
361,292,-81.6911,30.3567
362,428,-81.6911,30.3567
363,295,-81.6911,30.3567
364,327,-81.6911,30.3567
365,122,-81.6911,30.3567
366,703,-81.6911,30.3567
367,10,-81.69,30.3649
368,10,-81.69,30.3649
369,15531,-81.69,30.3649
370,5475,-81.69,30.3649
371,84,-81.69,30.3649
372,109,-81.69,30.3649
373,428,-81.69,30.3649
374,31,-81.69,30.3649
375,31,-81.69,30.3649
376,10,-81.69,30.3649
377,171,-81.69,30.3649
378,30,-81.69,30.3649
379,10,-81.69,30.3649
380,813,-81.69,30.3649
381,10,-81.69,30.3649
382,41,-81.69,30.3649
383,41,-81.69,30.3649
384,98,-81.69,30.3649
385,156,-81.69,30.3649
386,52,-81.69,30.3649
387,10,-81.69,30.3649
388,63,-81.69,30.3649
389,10,-81.69,30.3649
390,5,-81.69,30.3649
391,167,-81.69,30.3649
392,836,-81.69,30.3649
393,20,-81.69,30.3649
394,52,-81.69,30.3649
395,37.9,-81.69,30.3649
396,41,-81.69,30.3649
397,52,-81.69,30.3649
398,85,-81.69,30.3649
399,185,-81.69,30.3649
400,74,-81.69,30.3649
401,5,-81.69,30.3649
402,63,-81.69,30.3649
403,74,-81.6839,30.3702
404,279,-81.6839,30.3702
405,213,-81.6839,30.3702
406,355,-81.6839,30.3702
407,171,-81.6839,30.3702
408,882,-81.6839,30.3702
409,391,-81.6839,30.3702
410,402,-81.6839,30.3702
411,135,-81.6839,30.3702
412,185,-81.6839,30.3702
413,216,-81.6839,30.3702
414,146,-81.6839,30.3702
415,199,-81.6839,30.3702
416,410,-81.6839,30.3702
417,480,-81.6839,30.3702
418,86,-81.6839,30.3702
419,146,-81.6839,30.3702
420,148,-81.6839,30.3702
421,241,-81.6839,30.3702
422,146,-81.6839,30.3702
423,554,-81.6839,30.3702
424,31,-81.6839,30.3702
425,435,-81.6839,30.3702
426,121,-81.6838,30.3703
427,256,-81.6838,30.3703
428,933,-81.6838,30.3703
429,265,-81.6838,30.3703
430,63,-81.6838,30.3703
431,34,-81.6838,30.3703
432,137,-81.6838,30.3703
433,285,-81.6838,30.3703
434,248,-81.6838,30.3703
435,145,-81.6838,30.3703
436,106,-81.6838,30.3703
437,108,-81.6838,30.3703
438,112,-81.6838,30.3703
439,488,-81.6838,30.3703
440,238,-81.6838,30.3703
441,40.4,-81.6838,30.3703
442,127,-81.6838,30.3703
443,28.8,-81.6838,30.3703
444,387,-81.6838,30.3703
445,345,-81.6838,30.3703
446,172,-81.6838,30.3703
447,27.5,-81.6838,30.3703
448,65,-81.6838,30.3703
449,687,-81.6838,30.3703
450,68.3,-81.6838,30.3703
451,261,-81.6838,30.3703
452,365,-81.6838,30.3703
453,116,-81.6838,30.3703
454,88.4,-81.6838,30.3703
455,249,-81.6838,30.3703
456,95.9,-81.6838,30.3703
457,345,-81.6838,30.3703
458,292,-81.6838,30.3703
459,110,-81.6838,30.3703
460,86,-81.6838,30.3703
461,85.7,-81.6838,30.3703
462,325.5,-81.6838,30.3703
463,143.9,-81.6838,30.3703
464,365.4,-81.6838,30.3703
465,162.4,-81.6838,30.3703
466,461.1,-81.6838,30.3703
467,172.2,-81.6838,30.3703
468,160.7,-81.6838,30.3703
469,829.7,-81.6838,30.3703
470,435.2,-81.6838,30.3703
471,410.6,-81.6838,30.3703
472,248.9,-81.6838,30.3703
473,125,-81.6838,30.3703
474,1119.9,-81.6838,30.3703
475,214.2,-81.6838,30.3703
476,121.1,-81.6838,30.3703
477,240,-81.6838,30.3703
478,717,-81.6738,30.368
479,6488,-81.6738,30.368
480,2098,-81.6738,30.368
481,749,-81.6738,30.368
482,63,-81.6738,30.368
483,987,-81.6738,30.368
484,717,-81.6738,30.368
485,583,-81.6738,30.368
486,988,-81.6738,30.368
487,5172,-81.6738,30.368
488,789,-81.6738,30.368
489,794,-81.6738,30.368
490,1153,-81.6738,30.368
491,1153,-81.6738,30.368
492,2613,-81.6738,30.368
493,4352,-81.6738,30.368
494,1789,-81.6738,30.368
495,17329,-81.6738,30.368
496,4106,-81.6738,30.368
497,2046,-81.6738,30.368
498,2282,-81.6738,30.368
499,2014,-81.6738,30.368
500,216,-81.6738,30.368
501,11199,-81.6738,30.368
502,3076,-81.6713,30.381
503,417,-81.6713,30.381
504,8664,-81.6713,30.381
505,576,-81.6713,30.381
506,771,-81.6713,30.381
507,767,-81.6713,30.381
508,213,-81.6713,30.381
509,1842,-81.6713,30.381
510,11199,-81.6713,30.381
511,583,-81.6713,30.381
512,305,-81.6713,30.381
513,1046,-81.6713,30.381
514,1274,-81.6713,30.381
515,12033,-81.704,30.3714
516,12997,-81.704,30.3714
517,384,-81.704,30.3714
518,24196,-81.704,30.3714
519,4352,-81.704,30.3714
520,24196,-81.704,30.3714
521,860,-81.704,30.3714
522,1782,-81.704,30.3714
523,1850,-81.704,30.3714
524,521,-81.704,30.3714
525,30,-81.704,30.3714
526,677,-81.704,30.3714
527,836,-81.704,30.3714
528,135,-81.704,30.3714
529,1725,-81.704,30.3714
530,620,-81.704,30.3714
531,309,-81.704,30.3714
532,52,-81.704,30.3714
533,259,-81.704,30.3714
534,813,-81.704,30.3714
535,426,-81.704,30.3714
536,563,-81.704,30.3714
537,650,-81.704,30.3714
538,5475,-81.704,30.3714
539,45,-81.6987,30.3906
540,155.4,-81.6987,30.3906
541,414,-81.6982,30.3888
542,75,-81.6982,30.3888
543,249,-81.6982,30.3888
544,223,-81.6982,30.3888
545,98,-81.6982,30.3888
546,529,-81.6982,30.3888
547,455,-81.6982,30.3888
548,110,-81.6982,30.3888
549,86,-81.6982,30.3888
550,235,-81.6982,30.3888
551,1376,-81.6982,30.3888
552,256,-81.6982,30.3888
553,282,-81.6982,30.3888
554,323,-81.6982,30.3888
555,161,-81.6982,30.3888
556,189,-81.6982,30.3888
557,63,-81.6982,30.3888
558,84,-81.6982,30.3888
559,813,-81.6982,30.3888
560,379,-81.6982,30.3888
561,160,-81.6982,30.3888
562,131,-81.6982,30.3888
563,350,-81.6982,30.3888
564,161,-81.6982,30.3888
565,1054,-81.6982,30.3888
566,6131,-81.7268,30.3748
567,288,-81.7268,30.3748
568,201,-81.7268,30.3748
569,2247,-81.7268,30.3748
570,233,-81.7268,30.3748
571,173,-81.7268,30.3748
572,160,-81.7268,30.3748
573,529,-81.7268,30.3748
574,537,-81.7268,30.3748
575,435,-81.7268,30.3748
576,279,-81.7268,30.3748
577,369,-81.7268,30.3748
578,109,-81.7268,30.3748
579,109,-81.7268,30.3748
580,226,-81.7268,30.3748
581,855,-81.7268,30.3748
582,717,-81.7268,30.3748
583,265,-81.7268,30.3748
584,158,-81.7268,30.3748
585,448,-81.7268,30.3748
586,554,-81.7268,30.3748
587,231,-81.7268,30.3748
588,183,-81.7268,30.3748
589,259,-81.7268,30.3748
590,882,-81.7248,30.3841
591,529,-81.7248,30.3841
592,384,-81.7248,30.3841
593,1014,-81.7248,30.3841
594,5172,-81.72,30.3892
595,246,-81.72,30.3892
596,213,-81.72,30.3892
597,428,-81.72,30.3892
598,301,-81.72,30.3892
599,106,-81.72,30.3892
600,457,-81.72,30.3892
601,663,-81.72,30.3892
602,318,-81.72,30.3892
603,389,-81.72,30.3892
604,243,-81.72,30.3892
605,473,-81.72,30.3892
606,228,-81.72,30.3892
607,315,-81.72,30.3892
608,359,-81.72,30.3892
609,121,-81.72,30.3892
610,1723,-81.72,30.3892
611,305,-81.72,30.3892
612,187,-81.72,30.3892
613,1670,-81.7192,30.377
614,12033,-81.7192,30.377
615,6488,-81.7192,30.377
616,450,-81.7192,30.377
617,216,-81.7192,30.377
618,471,-81.7192,30.377
619,958,-81.7192,30.377
620,448,-81.7192,30.377
621,3448,-81.7192,30.377
622,384,-81.7192,30.377
623,2014,-81.7192,30.377
624,1354,-81.7192,30.377
625,1723,-81.7192,30.377
626,1076,-81.7192,30.377
627,1019,-81.7192,30.377
628,1515,-81.7192,30.377
629,2014,-81.7192,30.377
630,2755,-81.7192,30.377
631,1785,-81.7192,30.377
632,5794,-81.7192,30.377
633,9208,-81.7192,30.377
634,1664,-81.7192,30.377
635,1376,-81.7192,30.377
636,1187,-81.7192,30.377
637,836,-81.7192,30.377
638,1860,-81.7192,30.377
639,2014,-81.7192,30.377
640,557,-81.7192,30.377
641,1723,-81.717,30.3677
642,512,-81.717,30.3677
643,2613,-81.717,30.3677
644,11199,-81.717,30.3677
645,9208,-81.717,30.3677
646,14136,-81.717,30.3677
647,135,-81.717,30.3677
648,2755,-81.7109,30.3964
649,259,-81.7109,30.3964
650,426,-81.7109,30.3964
651,187,-81.7109,30.3964
652,199,-81.7109,30.3964
653,327,-81.7109,30.3964
654,144,-81.7109,30.3964
655,487,-81.7109,30.3964
656,12033,-81.7109,30.3964
657,309,-81.7109,30.3964
658,388,-81.7109,30.3964
659,122,-81.7109,30.3964
660,1789,-81.7109,30.3964
661,203,-81.7109,30.3964
662,327,-81.7109,30.3964
663,189,-81.707,30.3944
664,1076,-81.707,30.3944
665,3873,-81.707,30.3944
666,3255,-81.707,30.3944
667,576,-81.707,30.3944
668,1187,-81.707,30.3944
669,2613,-81.707,30.3944
670,556,-81.707,30.3944
671,1918,-81.7024,30.4019
672,1935,-81.7024,30.4019
673,1198,-81.7024,30.4019
674,3255,-81.7024,30.4019
675,754,-81.7024,30.4019
676,1396,-81.7024,30.4019
677,6490,-81.7024,30.4019
678,3255,-81.7024,30.4019
679,6131,-81.7024,30.4019
680,2909,-81.7024,30.4019
681,2481,-81.7024,30.4019
682,657,-81.7024,30.4019
683,4352,-81.7024,30.4019
684,1723,-81.7024,30.4019
685,3255,-81.7024,30.4019
686,9804,-81.7024,30.4019
687,1515,-81.7024,30.4019
688,771,-81.7024,30.4019
689,2143,-81.7024,30.4019
690,4611,-81.7024,30.4019
691,3255,-81.7024,30.4019
692,173,-81.6994,30.398
693,605,-81.6994,30.398
694,318,-81.6994,30.398
695,279,-81.6994,30.398
696,2224,-81.6994,30.398
697,473,-81.6994,30.398
698,546,-81.6994,30.398
699,399,-81.6994,30.398
700,455,-81.6994,30.398
701,3448,-81.6994,30.398
702,496,-81.6994,30.398
703,2909,-81.6994,30.398
704,171,-81.6994,30.398
705,722,-81.6889,30.3936
706,2481,-81.6889,30.3936
707,1119,-81.6889,30.3936
708,836,-81.6889,30.3936
709,2382,-81.6889,30.3936
710,457,-81.6889,30.3936
711,2046,-81.6889,30.3936
712,1198,-81.6889,30.3936
713,1515,-81.6889,30.3936
714,1785,-81.6889,30.3936
715,884,-81.6889,30.3936
716,488,-81.6889,30.3936
717,420,-81.6889,30.3936
718,1334,-81.6889,30.3936
719,571,-81.6889,30.3936
720,199,-81.6889,30.3936
721,464,-81.6889,30.3936
722,813,-81.6889,30.3936
723,1725,-81.6889,30.3936
724,86,-81.6851,30.3965
725,231,-81.6851,30.3965
726,213,-81.6851,30.3965
727,860,-81.6851,30.3965
728,52,-81.6851,30.3965
729,85,-81.6851,30.3965
730,41,-81.6851,30.3965
731,160,-81.6851,30.3965
732,1296,-81.6851,30.3965
733,275,-81.6851,30.3965
734,20,-81.7342,30.416
735,185,-81.7342,30.416
736,243,-81.7342,30.416
737,30,-81.7342,30.416
738,189,-81.7342,30.416
739,96,-81.7342,30.416
740,85,-81.7342,30.416
741,336,-81.7342,30.416
742,145,-81.7342,30.416
743,199,-81.7342,30.416
744,41,-81.7342,30.416
745,1054,-81.7342,30.416
746,69,-81.7501,30.406
747,52.9,-81.7501,30.406
748,2755,-81.6972,30.3049
749,10462,-81.6972,30.3049
750,689,-81.6972,30.3049
751,733,-81.6972,30.3049
752,1090,-81.6972,30.3049
753,15531,-81.6972,30.3049
754,4884,-81.6972,30.3049
755,1050,-81.6972,30.3049
756,4884,-81.6972,30.3049
757,6131,-81.6972,30.3049
758,24196,-81.6972,30.3049
759,2359,-81.6972,30.3049
760,2359,-81.6972,30.3049
761,2755,-81.6972,30.3049
762,8164,-81.6972,30.3049
763,7270,-81.6972,30.3049
764,6488,-81.6972,30.3049
765,74,-81.6972,30.3049
766,2613,-81.6972,30.3049
767,4884,-81.6972,30.3049
768,1553,-81.6972,30.3049
769,613,-81.6972,30.3049
770,3654,-81.6972,30.3049
771,4611,-81.6972,30.3049
772,4352,-81.6972,30.3049
773,1017,-81.6972,30.3049
774,2282,-81.6972,30.3049
775,5172,-81.6972,30.3049
776,1296,-81.6972,30.3049
777,2419.6,-81.6022,30.3665
778,1081,-81.6,30.3807
779,1664,-81.6,30.3807
780,776,-81.6,30.3807
781,794,-81.6,30.3807
782,1081,-81.6,30.3807
783,1098,-81.6,30.3807
784,356,-81.6,30.3807
785,480,-81.6,30.3807
786,1664,-81.6,30.3807
787,1145,-81.6,30.3807
788,6867,-81.6,30.3807
789,1081,-81.6,30.3807
790,1043,-81.6,30.3807
791,638,-81.6,30.3807
792,24196,-81.6,30.3807
793,2613,-81.6,30.3807
794,5172,-81.6,30.3807
795,602,-81.5908,30.3768
796,448,-81.5908,30.3768
797,1722,-81.5908,30.3768
798,860,-81.5908,30.3768
799,1198,-81.5908,30.3768
800,1162,-81.5908,30.3768
801,1187,-81.5908,30.3768
802,1153,-81.5908,30.3768
803,5172,-81.5908,30.3768
804,3654,-81.5908,30.3768
805,1529,-81.5908,30.3768
806,630,-81.5908,30.3768
807,637,-81.5908,30.3768
808,934,-81.5908,30.3768
809,754,-81.5908,30.3768
810,1145,-81.5908,30.3768
811,839,-81.5908,30.3768
812,934,-81.5908,30.3768
813,5475,-81.5908,30.3768
814,1178,-81.5908,30.3768
815,327,-81.5908,30.3768
816,880,-81.5908,30.3768
817,1670,-81.5908,30.3768
818,2481,-81.5908,30.3768
819,1850,-81.5908,30.3768
820,2755,-81.5908,30.3768
821,1789,-81.6891,30.4299
822,2143,-81.6891,30.4299
823,554,-81.6891,30.4299
824,110,-81.6891,30.4299
825,464,-81.6891,30.4299
826,789,-81.6891,30.4299
827,987,-81.6891,30.4299
828,4884,-81.6891,30.4299
829,10462,-81.6891,30.4299
830,2143,-81.6891,30.4299
831,464,-81.6891,30.4299
832,932,-81.6891,30.4299
833,959,-81.6891,30.4299
834,1785,-81.6891,30.4299
835,10,-81.6884,30.4388
836,738,-81.6884,30.4388
837,275,-81.5802,30.4287
838,52,-81.5802,30.4287
839,450,-81.5802,30.4287
840,262,-81.5802,30.4287
841,120,-81.5802,30.4287
842,677,-81.5802,30.4287
843,980,-81.6966,30.4277
844,2420,-81.6966,30.4277
845,1203.3,-81.6966,30.4277
846,1299.7,-81.6966,30.4277
847,921,-81.6966,30.4277
848,2420,-81.6966,30.4277
849,2419.6,-81.6966,30.4277
850,1986.3,-81.6966,30.4277
851,1986.3,-81.6966,30.4277
852,1203.3,-81.6966,30.4277
853,121,-81.6797,30.4237
854,2723,-81.664,30.4034
855,135,-81.664,30.4034
856,1017,-81.664,30.4034
857,1334,-81.664,30.4034
858,31,-81.664,30.4034
859,345,-81.6603,30.4383
860,364,-81.6603,30.4383
861,3654,-81.6603,30.4383
862,450,-81.6603,30.4383
863,691,-81.6603,30.4383
864,158,-81.6603,30.4383
865,987,-81.6603,30.4383
866,3873,-81.6603,30.4383
867,1793,-81.6603,30.4383
868,282,-81.6603,30.4383
869,388,-81.6603,30.4383
870,108,-81.6603,30.4383
871,86,-81.6603,30.4383
872,201,-81.6603,30.4383
873,84,-81.5826,30.4378
874,107,-81.5826,30.4378
875,1900,-81.5826,30.4378
876,450,-81.5826,30.4378
877,201,-81.5826,30.4378
878,1597,-81.5826,30.4378
879,5172,-81.5786,30.3089
880,934,-81.5786,30.3089
881,1616,-81.5786,30.3089
882,1211,-81.5786,30.3089
883,860,-81.5786,30.3089
884,13540,-81.5786,30.3089
885,4100,-81.5786,30.3089
886,987,-81.5786,30.3089
887,1354,-81.5786,30.3089
888,2382,-81.5786,30.3089
889,2050,-81.5786,30.3089
890,1782,-81.5786,30.3089
891,1890,-81.5786,30.3089
892,677,-81.5786,30.3089
893,1236,-81.5786,30.3089
894,7701,-81.5786,30.3089
895,3448,-81.5786,30.3089
896,776,-81.5786,30.3089
897,2489,-81.5786,30.3089
898,3448,-81.5786,30.3089
899,906,-81.5786,30.3089
900,2613,-81.5786,30.3089
901,3255,-81.5786,30.3089
902,1607,-81.5786,30.3089
903,3654,-81.5786,30.3089
904,1935,-81.5786,30.3089
905,1374,-81.5786,30.3089
906,1565,-81.5786,30.3089
907,2755,-81.5786,30.3089
908,15531,-81.5786,30.3089
909,160,-81.7061,30.3165
910,450,-81.7061,30.3165
